회계년도,거래소코드,PBR,PER,기업규모코드,매출액,매출액순이익률,매출액증가율,성장비용,영업손익,자기자본회전률,종가,주당순손익,총자본회전률,회사명,부채자본비율,현금흐름스코어,수익률,투자신호,PEG
2013,83660,1.945,0.0,20.0,20633506.0,-5.65,-36.0,233092.0,-825222.0,2.33,1300.0,0.0,1.0,(주)씨에스에이코스믹,1.1219232019906409,1,21.15384615384616,1,0.0
2014,83660,1.82,0.0,20.0,18614644.0,-3.86,-9.78,271408.0,-492253.0,2.21,1575.0,0.0,1.09,(주)씨에스에이코스믹,0.9049410318602784,1,345.0793650793651,1,0.0
2015,83660,3.16,217.2,20.0,28229484.0,7.22,1.85,2041066.0,3330549.0,0.79,7010.0,176.0,0.42,(주)씨에스에이코스믹,0.903104720824347,2,-44.29386590584879,0,8.150359600793948
2016,83660,3.425,0.0,20.0,28849127.0,8.27,2.2,1988419.0,3703598.0,0.79,3905.0,206.0,0.41,(주)씨에스에이코스믹,0.3292156838729628,2,-3.072983354673496,0,1000.0
2017,83660,3.85,0.0,20.0,31466024.0,-30.44,0.0,449148.0,-9528209.0,1.33,3785.0,-488.0,1.02,(주)씨에스에이코스믹,0.2809587064635221,0,7.793923381770146,1,1000.0
2011,65770,2.785,0.0,20.0,60102183.0,-4.34,-14.12,9356215.0,-2650447.0,1.39,8960.0,0.0,0.66,(주)씨에스,1.066544643306902,1,-50.44642857142857,0,1000.0
2012,65770,3.165,0.0,20.0,82151262.0,-2.8,36.69,9834032.0,-644080.0,1.74,4440.0,0.0,0.78,(주)씨에스,1.7287572701924994,2,-43.69369369369369,0,1000.0
2013,65770,2.415,0.0,20.0,62503737.0,-26.78,-23.92,8209826.0,-13575650.0,1.39,2500.0,0.0,0.55,(주)씨에스,2.971046030010517,1,-11.4,0,1000.0
2014,65770,1.375,0.0,20.0,86207051.0,-21.59,37.92,6558465.0,2218534.0,2.25,2215.0,0.0,0.74,(주)씨에스,3.032055982594264,1,19.63882618510158,1,1000.0
2015,65770,3.2,0.0,20.0,54836921.0,-15.98,-36.39,0.0,-9895441.0,2.25,2650.0,0.0,0.6,(주)씨에스,3.783383638387678,0,-18.30188679245283,0,-0.0
2016,65770,1.71,0.0,20.0,48504592.0,-16.14,-11.55,0.0,-328333.0,3.29,2165.0,-571.0,0.84,(주)씨에스,1.780164665965186,0,-16.628175519630485,0,0.0
2017,65770,1.965,33.845,20.0,43330916.0,2.31,-10.67,0.0,1863534.0,2.24,1805.0,53.0,0.82,(주)씨에스,1.6480786343114493,1,3.878116343490305,0,1.269148905309653
2011,4920,0.975,0.0,20.0,59734863.0,6.31,1.02,158661.0,4485765.0,1.55,9100.0,151.0,1.09,(주)씨아이테크,0.1082996656075627,2,-82.85714285714286,0,0.0
2012,4920,13.295,0.0,20.0,51424697.0,1.19,-13.91,0.0,28859.0,1.29,1560.0,25.0,0.97,(주)씨아이테크,0.0326281358101531,0,-47.94871794871795,0,0.0
2013,4920,1.285,0.0,20.0,7830331.0,-10.69,0.0,0.0,-1125055.0,0.38,812.0,0.0,0.28,(주)씨아이테크,0.3005007177133474,1,-22.41379310344828,0,0.0
2014,4920,0.965,0.0,20.0,13467103.0,-25.88,0.0,0.0,-1737170.0,0.73,630.0,0.0,0.48,(주)씨아이테크,0.381836676758761,1,54.6031746031746,1,0.0
2015,4920,1.535,62.975,20.0,21279200.0,5.17,58.01,0.0,1011734.0,0.89,974.0,0.0,0.62,(주)씨아이테크,0.2573547597240164,1,-13.347022587268995,0,2.323188879350538
2016,4920,1.43,0.0,20.0,18515714.0,-8.27,-12.99,0.0,-856313.0,0.58,844.0,0.0,0.46,(주)씨아이테크,0.095293499067908,1,-14.928909952606634,0,-0.0
2017,4920,1.7599999999999998,0.0,20.0,21725114.0,-51.5,17.33,0.0,-2899995.0,0.77,718.0,0.0,0.56,(주)씨아이테크,0.5153181234648162,2,-29.526462395543174,0,-0.0
2011,66790,1.63,0.0,20.0,32943793.0,-9.02,0.0,0.0,1406447.0,1.15,1160.0,-63.0,0.51,(주)씨씨에스충북방송,1.335624126023369,1,-53.44827586206896,0,1000.0
2012,66790,3.1300000000000003,186.825,20.0,33111426.0,-0.89,0.0,0.0,855811.0,0.82,540.0,-6.0,0.28,(주)씨씨에스충북방송,0.9549117897775264,2,-22.03703703703704,0,6.869507500834897
2013,66790,1.195,0.0,20.0,29664565.0,-11.23,-10.41,0.0,-2127355.0,0.78,421.0,0.0,0.33,(주)씨씨에스충북방송,0.7768277481256861,1,11.87648456057007,1,1000.0
2014,66790,1.045,0.0,20.0,26957021.0,-15.99,-9.13,0.0,-3098371.0,0.76,471.0,0.0,0.41,(주)씨씨에스충북방송,0.8297407059930932,1,356.4755838641189,1,0.0
2015,66790,3.32,0.0,20.0,24575210.0,-11.68,-8.84,0.0,-930251.0,0.69,2150.0,0.0,0.4,(주)씨씨에스충북방송,0.6103460170247827,1,-0.0,0,1000.0
2016,66790,5.085,0.0,20.0,20908297.0,-10.09,-14.92,0.0,-1285688.0,0.61,2150.0,0.0,0.4,(주)씨씨에스충북방송,0.3366843328536202,1,-72.69767441860465,0,-0.0
2017,66790,3.64,0.0,20.0,21259587.0,-33.46,1.68,0.0,-1125228.0,0.66,587.0,-90.0,0.48,(주)씨씨에스충북방송,0.3545478748126011,2,-27.93867120954004,0,1000.0
2011,50890,1.25,0.0,20.0,63932334.0,-3.32,-30.8,2424131.0,-3361408.0,1.18,2755.0,0.0,0.47,(주)쏠리드,2.035771081469735,1,47.005444646098006,1,0.0
2012,50890,1.3,12.335,20.0,151578156.0,3.26,137.09,2981957.0,12545236.0,2.88,4050.0,0.0,0.93,(주)쏠리드,2.104943638229804,2,69.38271604938272,1,0.4094627547563103
2013,50890,1.605,7.07,20.0,172047012.0,8.21,13.5,3080735.0,19108024.0,2.64,6860.0,0.0,0.92,(주)쏠리드,1.540296972676238,2,18.513119533527696,1,0.2298195956692988
2014,50890,1.875,13.15,20.0,200568713.0,7.15,16.58,5241346.0,16711093.0,2.39,8130.0,0.0,1.03,(주)쏠리드,1.0069698399037277,2,-29.274292742927425,0,0.1580858975032987
2015,50890,1.42,17.285,20.0,189958710.0,0.52,-5.29,5106318.0,4496620.0,2.01,5750.0,0.0,0.77,(주)쏠리드,1.4395247221724363,2,-40.60869565217392,0,2.8172884723433094
2016,50890,1.075,0.0,20.0,291489405.0,-24.51,53.45,13570302.0,-51326549.0,3.39,3415.0,0.0,0.91,(주)쏠리드,2.014703985666796,1,29.136163982430453,1,1000.0
2017,50890,1.19,0.0,20.0,259308877.0,-9.97,-11.04,7779497.0,20216138.0,3.3,4410.0,0.0,0.83,(주)쏠리드,1.896609525456056,1,-26.1904761904762,0,1000.0
2011,49960,1.84,10.335,20.0,23318062.0,22.37,19.01,202843.0,5823617.0,0.78,5770.0,0.0,0.69,(주)쎌바이오텍,0.0904244462591268,2,204.15944540727904,1,0.3149793406043076
2012,49960,3.29,18.53,20.0,25889190.0,23.66,11.03,373852.0,6534906.0,0.76,17550.0,0.0,0.67,(주)쎌바이오텍,0.096612027422535,2,9.971509971509972,1,1.543704199448491
2013,49960,3.84,17.875,20.0,31597824.0,24.68,22.05,290187.0,9391588.0,0.8,19300.0,0.0,0.73,(주)쎌바이오텍,0.0748609673601378,2,169.94818652849742,1,0.8373863541279283
2014,49960,7.23,31.655,20.0,40767744.0,25.52,29.02,6639092.0,12905528.0,0.85,52100.0,1347.0,0.78,(주)쎌바이오텍,0.0789447561054815,2,9.596928982725528,1,0.9736231836276668
2015,49960,8.425,32.489999999999995,20.0,49504516.0,33.52,21.43,6801004.0,18758808.0,0.82,57100.0,2268.0,0.75,(주)쎌바이오텍,0.0773505040578138,2,-14.798598949211907,0,0.7657497398154421
2016,49960,6.205,27.68,20.0,58275831.0,31.74,17.72,8936583.0,21561008.0,0.76,48650.0,2396.0,0.7,(주)쎌바이오텍,0.0728488878628549,2,-17.78006166495375,0,1.0576150325208316
2017,49960,4.355,19.885,20.0,61056741.0,29.8,4.77,7716960.0,22632703.0,0.7,40000.0,2412.0,0.65,(주)쎌바이오텍,0.0688409310033796,2,-29.875,0,1.115671492097608
2011,15540,0.91,0.0,20.0,152335016.0,-3.46,0.0,395486.0,-4959798.0,9.59,294.0,-215.0,2.9,(주)쎌마테라퓨틱스,0.3075843770294741,0,142.85714285714286,1,1000.0
2012,15540,2.67,0.0,30.0,103311510.0,-8.31,-32.18,523869.0,-2545932.0,7.96,714.0,-306.0,2.9,(주)쎌마테라퓨틱스,0.0937006892367275,0,-30.532212885154063,0,0.0
2013,15540,3.935,0.0,30.0,87441136.0,-3.97,-15.36,0.0,-3349580.0,7.54,496.0,0.0,2.9,(주)쎌마테라퓨틱스,0.0815022759746435,1,438.3064516129032,1,0.0
2014,15540,7.175,0.0,20.0,99535589.0,-12.87,13.83,0.0,-4254114.0,9.59,2670.0,0.0,2.9,(주)쎌마테라퓨틱스,0.1474333705794646,1,62.546816479400746,1,1000.0
2015,15540,13.295,0.0,20.0,102248331.0,-27.05,2.73,528302.0,-9976904.0,9.59,4340.0,-1009.0,2.9,(주)쎌마테라퓨틱스,2.3114666684784666,1,160.36866359447004,1,1000.0
2016,15540,13.295,0.0,20.0,69565657.0,-15.56,-31.96,0.0,-4211814.0,9.59,11300.0,-1808.0,2.9,(주)쎌마테라퓨틱스,1.2401641171100273,0,-42.56637168141593,0,1000.0
2017,15540,6.79,0.0,20.0,66582365.0,-10.98,-4.29,0.0,-5835193.0,9.59,6490.0,-1808.0,2.9,(주)쎌마테라퓨틱스,1.2712051389055294,1,7.395993836671804,1,1000.0
2011,99320,2.08,15.2,20.0,69268725.0,15.14,4.84,0.0,12276289.0,1.06,20500.0,1479.0,0.87,(주)쎄트렉아이,0.3068554101245552,2,-1.707317073170732,0,13.265250101389658
2012,99320,2.575,18.61,20.0,53873381.0,14.28,-22.23,0.0,10842076.0,0.73,20150.0,1085.0,0.64,(주)쎄트렉아이,0.1568079188532814,2,-15.384615384615383,0,4.499579286792673
2013,99320,2.395,24.6,20.0,65183392.0,16.04,20.99,0.0,12281614.0,0.8,17050.0,1475.0,0.72,(주)쎄트렉아이,0.2764911290242626,2,13.48973607038123,1,1.020326084496717
2014,99320,2.04,30.4,20.0,26091106.0,6.86,0.0,0.0,2186769.0,0.59,19350.0,0.0,0.47,(주)쎄트렉아이,0.1132920027303185,2,6.459948320413436,1,-1.968994431801272
2015,99320,2.305,21.915,20.0,30512360.0,14.36,16.95,0.0,4617904.0,0.66,20600.0,0.0,0.53,(주)쎄트렉아이,0.1064876756013417,0,75.97087378640776,1,-2.8663007846308184
2016,99320,4.665,43.595,20.0,34238374.0,9.27,12.21,0.0,3158333.0,0.7,36250.0,0.0,0.53,(주)쎄트렉아이,0.2083605638526257,2,14.896551724137929,1,14.409981627314888
2017,99320,4.79,24.66,20.0,42762139.0,12.62,24.9,0.0,5370127.0,0.81,41650.0,0.0,0.61,(주)쎄트렉아이,0.1564100069875793,2,-40.57623049219688,0,0.7281769408510209
2011,37760,0.61,0.0,20.0,53035709.0,-10.21,3.18,0.0,-2431595.0,1.75,512.0,0.0,0.71,(주)쎄니트,0.4143075380966178,2,15.0390625,1,0.0
2012,37760,0.35,0.0,20.0,62689530.0,0.03,18.2,0.0,2354937.0,2.23,589.0,0.0,0.84,(주)쎄니트,0.3714738293193365,2,16.808149405772497,1,0.0
2013,37760,0.61,25.46,20.0,67749067.0,3.45,8.07,0.0,4091186.0,2.03,688.0,0.0,0.81,(주)쎄니트,0.5084608483058922,2,46.80232558139535,1,0.7241174029645886
2014,37760,0.7250000000000001,23.925,20.0,70554101.0,6.77,4.14,0.0,6460810.0,1.73,1010.0,0.0,0.69,(주)쎄니트,0.6789094214484044,2,82.17821782178217,1,0.7672210490057346
2015,37760,0.915,10.24,20.0,97717678.0,8.6,38.5,0.0,9424702.0,1.95,1840.0,0.0,0.82,(주)쎄니트,0.738082804943656,2,37.77173913043478,1,0.1131974539714816
2016,37760,1.345,33.325,30.0,115747171.0,6.16,18.45,0.0,10439339.0,1.87,2535.0,0.0,0.83,(주)쎄니트,0.8948899258541109,2,-37.8698224852071,0,1.3100960367821457
2017,37760,1.13,36.8,30.0,126227417.0,5.34,9.05,0.0,8561114.0,1.78,1575.0,0.0,0.83,(주)쎄니트,0.7967394801220647,2,28.253968253968253,1,8.400913748915011
2011,102280,1.47,19.945,30.0,158821269.0,3.81,12.94,0.0,8002875.0,2.26,1500.0,73.0,1.27,(주)쌍방울,0.6065440071363339,2,-29.0,0,0.1931171641393957
2012,102280,1.38,34.555,30.0,158740451.0,2.16,-0.05,0.0,5304248.0,2.12,1065.0,41.0,1.29,(주)쌍방울,0.4993473132359181,2,-33.33333333333333,0,1.2498889015328498
2013,102280,1.01,0.0,30.0,136171407.0,-1.41,-14.22,0.0,-242739.0,1.8,710.0,0.0,1.07,(주)쌍방울,0.649423508048635,1,40.70422535211268,1,1000.0
2014,102280,1.09,0.0,30.0,138949722.0,-0.9,2.04,0.0,274839.0,1.83,999.0,-14.0,1.02,(주)쌍방울,0.603876754964512,1,119.21921921921924,1,1000.0
2015,102280,1.61,350.995,30.0,142637428.0,-0.36,2.65,0.0,1034354.0,1.12,2190.0,-5.0,0.8,(주)쌍방울,0.1697250174511164,1,-6.849315068493151,0,-8.901752736748549
2016,102280,1.955,0.0,30.0,113768432.0,-14.33,-20.24,0.0,-15089040.0,0.65,2040.0,0.0,0.52,(주)쌍방울,0.186397702153478,1,-43.13725490196079,0,1000.0
2017,102280,0.71,1.515,30.0,109639024.0,33.52,-3.63,0.0,-21607655.0,0.46,1160.0,0.0,0.26,(주)쌍방울,1.002166118955904,2,-12.5,0,0.002728818409835
2011,160980,0.0,0.0,20.0,17043512.0,17.87,-27.1,0.0,3150881.0,0.63,2235.0,432.0,0.54,(주)싸이맥스,1.2120204580830252,1,7.158836689038031,1,0.0
2012,160980,0.0,0.0,20.0,7830331.0,12.66,-11.86,0.0,1338599.0,0.53,2395.0,272.0,0.47,(주)싸이맥스,0.4521188225317257,1,6.471816283924843,1,0.0
2013,160980,0.0,0.0,20.0,7830331.0,7.95,1.88,0.0,1581955.0,0.52,2550.0,174.0,0.47,(주)싸이맥스,0.8077784879124943,1,-18.62745098039216,0,0.0
2014,160980,0.0,0.0,20.0,7830331.0,4.64,-34.28,0.0,-303098.0,0.34,2075.0,67.0,0.31,(주)싸이맥스,0.4935477613762524,2,398.79518072289153,1,0.0
2015,160980,1.21,36.31,20.0,55440224.0,2.83,0.0,1431228.0,3983339.0,1.08,10350.0,345.0,0.78,(주)싸이맥스,0.3889999493341614,2,71.49758454106279,1,-2.0150459994748267
2016,160980,1.37,11.41,20.0,73175922.0,8.67,31.99,2041266.0,7359772.0,1.37,17750.0,1256.0,0.9,(주)싸이맥스,0.6325417047490703,0,-3.943661971830986,0,3.053030696321302
2017,160980,1.06,5.68,20.0,164085573.0,10.71,124.23,2378825.0,23757370.0,2.09,17050.0,1909.0,1.38,(주)싸이맥스,0.4085568974892052,2,-54.83870967741935,0,0.893479845108128
2011,36710,2.49,9.665,30.0,613753605.0,6.94,5.16,0.0,64273106.0,3.97,12250.0,1479.0,1.36,(주)심텍홀딩스,1.58289198453076,2,-15.918367346938776,0,0.313235243871124
2012,36710,1.975,16.365,30.0,631437004.0,3.12,2.88,0.0,46683577.0,3.31,10300.0,643.0,1.32,(주)심텍홀딩스,1.3409697989325184,2,-36.89320388349515,0,-0.5693762141024795
2013,36710,1.61,0.0,30.0,526259501.0,-5.24,-16.66,0.0,-33418245.0,2.77,6500.0,0.0,0.98,(주)심텍홀딩스,2.2383571355821226,2,60.0,1,1000.0
2014,36710,1.56,0.0,30.0,663839497.0,0.26,26.14,0.0,13678590.0,3.74,10400.0,0.0,1.12,(주)심텍홀딩스,2.3671196269322943,2,-76.29807692307692,0,1000.0
2015,36710,1.78,1.525,30.0,156144133.0,33.52,-58.01,0.0,2266403.0,0.84,2465.0,0.0,0.26,(주)심텍홀딩스,0.0656009145795643,2,31.237322515212984,1,0.018909843624532
2016,36710,0.885,435.355,30.0,789990045.0,2.64,150.87,0.0,31279956.0,3.97,3235.0,0.0,1.3,(주)심텍홀딩스,0.0607357090434237,2,-28.284389489953632,0,25.13088683084308
2017,36710,0.93,306.87,30.0,812440662.0,1.2,2.84,0.0,27410943.0,3.72,2320.0,0.0,1.17,(주)심텍홀딩스,0.1444945053626831,2,-23.060344827586206,0,10.785872525110536
2011,4080,1.195,27.215,30.0,169282299.0,1.69,0.0,3956873.0,6334694.0,2.18,9020.0,0.0,1.19,(주)신흥,0.7662578580197639,2,-21.2860310421286,0,1.4007849400164227
2012,4080,1.02,94.415,30.0,153009371.0,0.67,0.0,4798010.0,1359850.0,1.98,7100.0,0.0,1.09,(주)신흥,0.7784224501062931,1,-1.8309859154929573,0,-4.759733593946407
2013,4080,0.89,45.595,30.0,123566816.0,1.09,-19.24,4236483.0,2709100.0,1.59,6970.0,0.0,0.91,(주)신흥,0.5952266267071558,1,22.38163558106169,1,-1.4567917026736272
2014,4080,0.965,10.635,30.0,124180071.0,5.39,0.5,4506893.0,6082976.0,1.54,8530.0,0.0,0.98,(주)신흥,0.4101258314219025,1,13.716295427901525,1,0.3380331058223384
2015,4080,1.285,20.915,30.0,125395067.0,2.29,0.98,4857223.0,6516859.0,1.49,9700.0,0.0,0.96,(주)신흥,0.5043809929964392,2,6.185567010309279,1,0.2406606055419369
2016,4080,1.21,34.285000000000004,30.0,124367361.0,0.86,-0.82,4005771.0,4229081.0,1.47,10300.0,0.0,0.93,(주)신흥,0.4347038287328951,1,7.766990291262135,1,1.202338252472477
2017,4080,1.175,32.2,30.0,121146584.0,2.62,-2.59,3379462.0,4031142.0,1.42,11100.0,0.0,0.92,(주)신흥,0.3886954152702813,1,-7.207207207207207,0,-1.3454758822265445
2011,1770,0.4649999999999999,22.275,20.0,102270366.0,8.05,14.4,92630.0,10887587.0,1.62,11550.0,7168.0,1.16,(주)신화다이나믹스,1.2887027294556663,2,7.792207792207792,1,-0.418708358138451
2012,1770,0.405,27.22,20.0,111296785.0,8.58,8.83,178754.0,11521174.0,1.58,12450.0,955.0,1.18,(주)신화다이나믹스,1.3300200868071972,2,-15.66265060240964,0,-0.4802041171500551
2013,1770,0.43,0.0,20.0,113158973.0,8.19,1.67,221085.0,10947357.0,1.44,10500.0,927.0,1.15,(주)신화다이나믹스,1.1589385390651412,2,15.23809523809524,1,1000.0
2014,1770,0.42,30.64,20.0,104702473.0,6.34,-7.47,263318.0,7367314.0,1.23,12100.0,664.0,1.05,(주)신화다이나믹스,0.966125595294508,2,73.55371900826447,1,-1.928830838697193
2015,1770,0.5449999999999999,10.72,20.0,104793714.0,6.03,0.09,308000.0,6994619.0,1.17,21000.0,632.0,1.01,(주)신화다이나믹스,0.7650666809414562,2,24.52380952380952,1,0.2152607740700511
2016,1770,1.005,66.925,20.0,105959818.0,7.29,1.11,336938.0,7071926.0,1.12,26150.0,772.0,0.94,(주)신화다이나믹스,0.7827474631137632,1,-34.22562141491396,0,2.106318573388356
2017,1770,0.785,0.0,20.0,98557233.0,6.0,-6.99,323910.0,7448132.0,1.0,17200.0,591.0,0.84,(주)신화다이나믹스,0.9068799372857608,2,18.313953488372093,1,1000.0
2011,138070,1.545,9.975,20.0,43224222.0,16.84,13.5,0.0,9353985.0,1.18,18950.0,1961.0,0.87,(주)신진에스엠,0.2160039761764334,2,-57.25593667546174,0,-0.1037356013045054
2012,138070,3.005,17.89,20.0,38648908.0,19.49,-10.59,0.0,7513437.0,0.76,8100.0,842.0,0.61,(주)신진에스엠,0.2242817765669343,2,151.23456790123458,1,-0.2943241616684198
2013,138070,2.28,21.91,20.0,40807984.0,11.29,5.59,0.0,5034100.0,0.75,20350.0,515.0,0.61,(주)신진에스엠,0.1288491145941613,2,-10.565110565110563,0,-0.852697461692821
2014,138070,2.58,27.135,20.0,47793665.0,11.44,17.12,1073276.0,5834073.0,0.8,18200.0,611.0,0.58,(주)신진에스엠,0.3447637939738885,2,-0.5494505494505495,0,-0.907798082649026
2015,138070,2.915,24.495,20.0,57406145.0,7.01,20.11,347403.0,6072560.0,0.87,18100.0,0.0,0.59,(주)신진에스엠,0.2339325915918512,2,-60.5524861878453,0,-11.11416623159036
2016,138070,1.785,106.475,20.0,49757132.0,0.86,-13.32,360208.0,2147853.0,0.75,7140.0,0.0,0.51,(주)신진에스엠,0.2033702146353397,2,-1.680672268907563,0,-2.356834150301424
2017,138070,1.21,15.84,20.0,56975933.0,8.2,14.51,320693.0,5472373.0,0.83,7020.0,0.0,0.59,(주)신진에스엠,0.1936221527684851,2,-22.64957264957265,0,-2.46911234299279
2011,84180,0.685,3.49,20.0,8879012.0,-63.48,30.96,272823.0,-2708440.0,1.06,1655.0,-1735.0,0.34,(주)수성샐바시온,1.3654822330179484,1,15.709969788519636,1,0.2443000000000001
2012,84180,0.755,8.305,20.0,7830331.0,-41.46,-18.08,67528.0,-1772760.0,0.58,1915.0,-436.0,0.32,(주)수성샐바시온,1.0185752489782125,1,29.50391644908616,1,-2.3119197660995825
2013,84180,0.94,10.42,20.0,7830331.0,-6.08,-7.75,0.0,-532330.0,0.29,2480.0,-34.0,0.22,(주)수성샐바시온,0.9239227310186412,2,43.14516129032258,1,0.374092808833454
2014,84180,1.155,12.085,20.0,17752275.0,3.02,150.87,0.0,558156.0,0.57,3550.0,34.0,0.39,(주)수성샐바시온,0.8288939746282378,1,-1.4084507042253522,0,-0.7447001707988856
2015,84180,1.345,17.05,20.0,21988238.0,1.53,23.86,0.0,1281551.0,0.63,3500.0,21.0,0.4,(주)수성샐바시온,0.5881047073971643,2,240.0,1,-1.785418267760364
2016,84180,2.275,26.56,20.0,29114533.0,6.94,32.41,0.0,2055366.0,0.77,11900.0,125.0,0.48,(주)수성샐바시온,0.4234311000232874,2,-62.18487394957983,0,5.986261511968591
2017,84180,5.92,0.0,20.0,26355801.0,-82.99,0.0,0.0,-2022546.0,1.54,4500.0,0.0,0.4,(주)수성샐바시온,2.8505327146820667,1,29.33333333333333,1,1000.0
2011,17550,1.275,6.1,20.0,126080018.0,9.81,15.64,2529329.0,15854258.0,1.95,1550.0,0.0,1.19,(주)수산중공업,0.5831756190510141,2,9.35483870967742,1,0.0369344083873493
2012,17550,1.255,7.290000000000001,20.0,138142660.0,8.48,9.57,2082194.0,15784533.0,1.83,1695.0,0.0,1.11,(주)수산중공업,0.4983635877682716,2,-25.958702064896755,0,0.0135645292591521
2013,17550,0.99,16.575,30.0,134241942.0,2.95,-2.82,1685085.0,4600613.0,1.64,1255.0,0.0,1.0,(주)수산중공업,0.556265983430923,2,20.717131474103585,1,-0.9332499745714704
2014,17550,0.88,15.23,20.0,114968648.0,5.19,-14.36,1664964.0,7496614.0,1.33,1515.0,0.0,0.85,(주)수산중공업,0.41027805813645,1,80.85808580858085,1,-0.5278656101792223
2015,17550,1.48,56.07,20.0,101841056.0,1.26,-11.42,3297347.0,4534596.0,1.14,2740.0,0.0,0.81,(주)수산중공업,0.2597647341586814,2,-26.459854014598537,0,-1.2607733225781934
2016,17550,1.24,37.635,20.0,88829912.0,3.27,-12.78,3918477.0,3909811.0,0.98,2015.0,0.0,0.78,(주)수산중공업,0.1571606815421886,2,-30.02481389578164,0,-2.7077334422942814
2017,17550,0.995,42.08,30.0,101949176.0,2.84,14.77,3934480.0,3301271.0,1.11,1410.0,56.0,0.93,(주)수산중공업,0.1832038806693774,1,17.02127659574468,1,-1.83365832849166
2011,126720,0.0,0.0,20.0,59442486.0,20.37,16.33,0.0,15435678.0,0.88,15300.0,1037.0,0.7,(주)수산인더스트리,0.1947312273392458,2,-53.4640522875817,0,-0.0
2012,126720,0.0,0.0,20.0,48811038.0,13.95,-17.89,0.0,7988372.0,0.65,7120.0,583.0,0.56,(주)수산인더스트리,0.18432214608768,2,6.320224719101124,1,-0.0
2013,126720,0.0,0.0,20.0,35055732.0,5.46,-28.18,0.0,3478423.0,0.45,7570.0,164.0,0.41,(주)수산인더스트리,0.1932854999572109,2,11.624834874504623,1,0.0
2014,126720,0.0,0.0,20.0,45221490.0,10.5,29.0,0.0,7050055.0,0.56,8450.0,407.0,0.52,(주)수산인더스트리,0.1557384090241201,2,215.3846153846154,1,0.0
2015,126720,0.0,0.0,20.0,96241037.0,17.13,0.0,0.0,19816581.0,0.98,26650.0,0.0,0.55,(주)수산인더스트리,0.2425910568768757,2,21.388367729831145,1,0.0
2016,126720,0.0,0.0,20.0,187604231.0,11.62,94.93,0.0,23285970.0,1.75,32350.0,0.0,1.03,(주)수산인더스트리,0.1835217992870723,2,138.02163833075733,1,0.0
2017,126720,0.0,0.0,20.0,222417255.0,11.0,18.56,0.0,30603193.0,1.74,77000.0,0.0,1.12,(주)수산인더스트리,0.1688697723645431,2,-47.53246753246753,0,0.0
2011,50960,0.0,0.0,20.0,10719098.0,-16.35,34.41,0.0,-1461814.0,0.71,1985.0,-136.0,0.5,(주)수산아이앤티,0.0594402172820629,1,28.96725440806045,1,1000.0
2012,50960,0.0,0.0,20.0,9688822.0,-26.35,-9.61,0.0,-3348074.0,0.67,2560.0,-186.0,0.46,(주)수산아이앤티,0.0462001188916511,0,-22.265625,0,1000.0
2013,50960,0.0,0.0,20.0,8662180.0,-39.96,-10.6,0.0,-3604400.0,0.67,1990.0,-257.0,0.38,(주)수산아이앤티,0.0482553903385602,1,35.678391959798994,1,0.0
2014,50960,0.0,0.0,20.0,25144567.0,4.08,150.87,0.0,1309482.0,1.95,2700.0,70.0,1.06,(주)수산아이앤티,0.0484774299561719,0,18.703703703703702,1,0.0
2015,50960,0.0,0.0,20.0,37020529.0,-6.3,47.23,0.0,-2102547.0,3.09,3205.0,-153.0,1.55,(주)수산아이앤티,0.0319591844830524,1,187.0514820592824,1,-0.0
2016,50960,0.97,12.26,20.0,29775243.0,-36.41,-19.57,0.0,-6541504.0,3.17,9200.0,-656.0,1.24,(주)수산아이앤티,0.0299209184247023,1,-0.5434782608695652,0,-1.2101342776969697
2017,50960,1.075,16.665,20.0,44382402.0,-10.63,49.06,0.0,-3301088.0,5.19,9150.0,-243.0,1.3,(주)수산아이앤티,0.0181161598678425,1,-25.683060109289617,0,-0.9109441567781578
2011,1430,1.525,8.350000000000001,10.0,160410463.0,13.29,6.25,269378.0,20639370.0,1.24,46000.0,1675.0,0.96,(주)세아베스틸지주,0.5523042031312827,2,-37.71739130434783,0,0.2787133105852517
2012,1430,1.065,11.765,10.0,162916100.0,10.63,1.56,287527.0,21401752.0,1.12,28650.0,1350.0,0.95,(주)세아베스틸지주,0.5996571593656487,2,-9.598603839441536,0,0.1647008334995142
2013,1430,0.775,10.32,10.0,169811475.0,10.22,4.23,156060.0,20736416.0,1.07,25900.0,1342.0,0.95,(주)세아베스틸지주,0.5522995525886893,1,7.722007722007722,1,-0.9833943201352634
2014,1430,0.75,8.85,10.0,148845717.0,4.25,-12.35,386254.0,5492376.0,0.9,27900.0,491.0,0.81,(주)세아베스틸지주,0.6153142725839302,1,-1.0752688172043012,0,-0.4899582414854846
2015,1430,0.855,10.98,10.0,2526725913.0,6.53,0.0,3064889.0,222292064.0,1.32,27600.0,0.0,0.7,(주)세아베스틸지주,0.5688058825941277,2,-7.427536231884058,0,33.408905274065965
2016,1430,0.605,13.53,30.0,2531111524.0,4.13,0.17,0.0,143463963.0,1.29,25550.0,0.0,0.71,(주)세아베스틸지주,0.5090971470015359,2,13.6986301369863,1,-1.127138594446425
2017,1430,0.655,11.185,30.0,3055344916.0,4.49,20.71,0.0,188523885.0,1.49,29050.0,0.0,0.86,(주)세아베스틸지주,0.4648907722212334,2,-39.07056798623064,0,-1.4536636260099245
