회계년도,거래소코드,PBR,PER,기업규모코드,매출액,매출액순이익률,매출액증가율,성장비용,영업손익,자기자본회전률,종가,주당순손익,총자본회전률,회사명,부채자본비율,현금흐름스코어,수익률,투자신호,PEG
2015,64960,1.58,11.99,30.0,1210524500.0,8.04,10.12,0.0,123133840.0,1.69,85800.0,0.0,1.06,SNT모티브(주),0.4853206860331254,2,-43.065268065268064,0,0.3329187513735828
2016,64960,1.515,28.295,30.0,1153810828.0,2.98,-4.69,0.0,71647791.0,1.48,48850.0,0.0,0.95,SNT모티브(주),0.4912034816580558,2,-4.094165813715456,0,-8.284912440913454
2017,64960,1.15,15.295000000000002,30.0,1137470938.0,5.19,-1.42,0.0,96737246.0,1.41,46850.0,0.0,0.92,SNT모티브(주),0.4322355077712487,2,-42.26254002134472,0,87.65816635665172
2011,3570,0.985,11.065,30.0,744220700.0,7.61,28.02,0.0,75692064.0,1.06,16350.0,0.0,0.71,SNT중공업(주),0.4539618724788465,2,-27.217125382263,0,0.7472451556943299
2012,3570,0.755,15.34,30.0,807783351.0,5.41,8.54,0.0,50350323.0,1.03,11900.0,0.0,0.69,SNT중공업(주),0.3716090832520169,2,7.142857142857142,1,-1.2992372194481887
2013,3570,0.655,110.23,30.0,584031728.0,3.87,-27.7,0.0,19493440.0,0.8,12750.0,0.0,0.56,SNT중공업(주),0.360817118968196,2,-33.1764705882353,0,-1.8604563310203448
2014,3570,0.54,429.33,30.0,558453346.0,0.46,-4.38,0.0,-3703121.0,0.84,8520.0,85.0,0.6,SNT중공업(주),0.3694941646857665,2,60.798122065727696,1,-5.66227291861131
2015,3570,0.6,12.005,30.0,504444993.0,6.47,-9.67,0.0,38471397.0,0.76,13700.0,1077.0,0.55,SNT중공업(주),0.3284656309825076,2,-32.11678832116788,0,6.4812312099568565
2016,3570,0.62,0.0,30.0,468007770.0,-5.22,-7.22,0.0,-1447729.0,0.7,9300.0,-807.0,0.52,SNT중공업(주),0.3293094303015376,2,-19.56989247311828,0,1000.0
2017,3570,0.475,0.0,30.0,436273550.0,-7.09,-6.78,0.0,-37459302.0,0.69,7480.0,-1029.0,0.5,SNT중공업(주),0.3513682000204303,2,-3.7433155080213902,0,1000.0
2011,71970,0.65,32.915,10.0,1134046763.0,0.65,17.67,5484983.0,35971057.0,3.14,5660.0,330.0,1.03,STX중공업(주),2.106517706941758,2,-7.597173144876325,0,-0.6453483612687323
2012,71970,0.385,54.535,10.0,907549686.0,0.28,-19.97,5153473.0,33901026.0,2.49,5230.0,115.0,0.83,STX중공업(주),1.8712968495162767,2,-38.4321223709369,0,-0.9394255799260876
2013,71970,2.3,0.0,30.0,1099448292.0,-41.45,21.14,13655104.0,-68390163.0,4.54,3220.0,0.0,0.81,STX중공업(주),6.139021859069174,0,-56.2111801242236,0,1000.0
2014,71970,0.0,0.0,30.0,1012751283.0,-12.42,-7.89,18037115.0,-44557959.0,0.15,1410.0,-1102.0,0.64,STX중공업(주),0.0181161598678425,0,301.41843971631204,1,1000.0
2015,71970,4.6000000000000005,0.0,30.0,1057213056.0,-0.47,4.39,35295059.0,7799045.0,0.15,5660.0,-236.0,0.73,STX중공업(주),6.139021859069174,1,-79.3286219081272,0,1000.0
2016,71970,0.0,0.0,30.0,416489347.0,-121.8,-58.01,9499910.0,-68390163.0,0.15,1170.0,-1808.0,0.37,STX중공업(주),0.0181161598678425,0,293.5897435897436,1,1000.0
2017,71970,5.105,0.97,30.0,252436194.0,33.52,-39.39,4636439.0,30224611.0,0.15,4605.0,7168.0,0.32,STX중공업(주),4.086444489067614,2,23.12703583061889,1,0.0046193090665927
2011,78890,1.045,0.0,30.0,127281713.0,-7.05,-42.92,0.0,-6759025.0,2.33,3280.0,0.0,1.12,가온미디어(주),1.210958093497219,1,49.69512195121951,1,0.0
2012,78890,0.76,7.365,30.0,191938249.0,2.29,50.8,0.0,6151198.0,3.66,4910.0,467.0,1.46,가온미디어(주),1.7081109473840224,1,19.144602851323828,1,0.0989256517252228
2013,78890,0.905,11.01,30.0,289290419.0,2.59,50.72,0.0,12215984.0,4.71,5850.0,0.0,2.03,가온미디어(주),0.9475764451952884,2,57.09401709401709,1,-1.2582007913793616
2014,78890,1.09,6.415,30.0,343405943.0,3.28,18.71,0.0,17596753.0,4.57,9190.0,0.0,2.14,가온미디어(주),1.1788525011138855,0,17.51904243743199,1,0.1301866281409564
2015,78890,1.605,17.065,30.0,375795398.0,2.48,9.43,0.0,20250801.0,4.12,10800.0,0.0,1.83,가온미디어(주),1.1670097888608442,2,-1.851851851851852,0,1.914076951274544
2016,78890,1.315,9.385,30.0,436903297.0,4.01,16.26,0.0,20374277.0,4.05,10600.0,0.0,1.9,가온미디어(주),1.0211114375188903,2,14.62264150943396,1,0.3050118751309038
2017,78890,1.22,17.445,30.0,528373716.0,1.17,20.94,7380744.0,21036106.0,4.42,12150.0,0.0,2.09,가온미디어(주),1.1025176104268342,1,-34.23868312757202,0,-0.8497223242328222
2011,500,0.315,0.0,10.0,1032656535.0,-1.23,31.52,3262858.0,5425009.0,3.83,15400.0,-1808.0,2.07,가온전선(주),0.9562848961527106,1,43.50649350649351,1,1000.0
2012,500,0.31,11.775,10.0,1005948717.0,0.42,-2.59,3355634.0,14961708.0,3.83,22100.0,0.0,1.96,가온전선(주),0.9384986078837304,2,-13.574660633484164,0,-0.3659021562601294
2013,500,0.34,8.35,10.0,897424992.0,0.93,-10.79,3496139.0,19513525.0,3.36,19100.0,0.0,1.7,가온전선(주),0.8669530168137224,1,28.01047120418848,1,2.735231768631488
2014,500,0.42,210.42,10.0,888691318.0,-0.06,-0.97,3323774.0,11463135.0,3.33,24450.0,0.0,1.69,가온전선(주),0.8021108711754813,1,-14.92842535787321,0,7.822896308381344
2015,500,0.38,63.885,10.0,780951401.0,0.27,-12.12,2949235.0,9877553.0,2.97,20800.0,0.0,1.51,가온전선(주),0.8708297255824393,2,6.730769230769231,1,-1.614555823805554
2016,500,0.34,37.755,10.0,749444963.0,0.53,-4.03,2572319.0,16800019.0,2.84,22200.0,0.0,1.44,가온전선(주),0.8559920155883938,1,3.3783783783783785,0,-0.9328749707450956
2017,500,0.4,120.105,10.0,836979323.0,0.17,11.68,2143430.0,7863304.0,3.19,22950.0,0.0,1.58,가온전선(주),0.9631897027297396,1,-25.925925925925924,0,6.990917444246033
2011,860,0.425,5.53,30.0,306769066.0,8.07,15.4,1409000.0,18632584.0,1.05,14600.0,0.0,0.82,강남제비스코(주),0.2717452617929821,2,34.58904109589041,1,0.2239812650978457
2012,860,0.495,5.365,30.0,331265952.0,8.6,7.99,1049000.0,21463484.0,1.05,19650.0,0.0,0.83,강남제비스코(주),0.2573894519868307,2,42.74809160305343,1,-1.3717132529643614
2013,860,0.62,6.995,30.0,345011553.0,11.65,4.15,1040000.0,26597755.0,0.99,28050.0,0.0,0.79,강남제비스코(주),0.2412189763326195,2,72.19251336898395,1,3.797544917809312
2014,860,0.905,9.525,30.0,336965180.0,11.44,-2.33,1044000.0,27908476.0,0.88,48300.0,0.0,0.71,강남제비스코(주),0.2048768460949553,2,-17.28778467908903,0,0.5789961267401647
2015,860,1.0550000000000002,12.335,30.0,293873095.0,13.7,-12.79,1011000.0,27936238.0,0.7,39950.0,0.0,0.58,강남제비스코(주),0.1745594323419599,2,-9.51188986232791,0,2.0817458125431907
2016,860,0.77,11.16,30.0,290286261.0,11.95,-1.22,1244000.0,27396335.0,0.65,36150.0,0.0,0.54,강남제비스코(주),0.1820312766926554,2,3.5961272475795294,0,-11.09081361734744
2017,860,0.75,15.22,30.0,300025162.0,7.73,3.35,1787000.0,15086343.0,0.63,37450.0,0.0,0.52,강남제비스코(주),0.1873958587175842,2,-33.244325767690256,0,-1.030039411696416
2011,94480,1.96,0.0,10.0,193528992.0,-21.29,-9.42,928009.0,-37410249.0,5.78,1685.0,0.0,1.05,갤럭시아머니트리(주),1.1685021523781884,0,33.82789317507419,1,1000.0
2012,94480,1.41,122.705,10.0,121099497.0,-7.77,-37.43,2308067.0,-5051676.0,4.61,2255.0,0.0,0.67,갤럭시아머니트리(주),1.0345895014368356,0,-42.35033259423504,0,-3.7119549583208897
2013,94480,1.8,0.0,10.0,125745777.0,-10.98,3.84,1725726.0,-2733114.0,4.7,1300.0,0.0,0.74,갤럭시아머니트리(주),1.2828588469459343,1,108.46153846153844,1,0.0
2014,94480,1.815,58.62,10.0,98315242.0,25.51,-21.81,0.0,1863819.0,3.01,2710.0,0.0,0.72,갤럭시아머니트리(주),1.1861504847177096,1,78.41328413284133,1,2.198273012767649
2015,94480,4.37,93.915,10.0,39584971.0,3.82,-58.01,0.0,2408919.0,0.86,4835.0,0.0,0.35,갤럭시아머니트리(주),1.6141234391978927,2,-0.5170630816959669,0,1.4162947437946225
2016,94480,3.08,41.135000000000005,10.0,53853719.0,6.83,36.05,0.0,4704669.0,1.07,4810.0,0.0,0.4,갤럭시아머니트리(주),1.6982332245498604,1,18.91891891891892,1,0.2455714338624405
2017,94480,2.9850000000000003,40.615,10.0,69129594.0,4.45,28.37,0.0,3975935.0,1.17,5720.0,0.0,0.42,갤럭시아머니트리(주),1.806812729361012,0,-51.66083916083915,0,0.7942276192205506
2011,11040,0.91,6.43,30.0,127314231.0,15.94,1.93,12690674.0,27064246.0,0.88,9990.0,1714.0,0.71,경동제약(주),0.23327838961476,2,30.130130130130127,1,0.2769093444173489
2012,11040,1.1,20.235,30.0,124672636.0,6.5,-2.07,11544405.0,25191000.0,0.82,13000.0,0.0,0.66,경동제약(주),0.2064987451852195,2,4.230769230769231,0,-1.282871655655503
2013,11040,1.26,10.82,30.0,133074494.0,13.88,6.74,8830211.0,30022982.0,0.82,13550.0,0.0,0.68,경동제약(주),0.1616145663609007,2,80.81180811808119,1,-6.275618483768029
2014,11040,1.495,10.875,30.0,153259968.0,15.87,15.17,10318684.0,35379538.0,0.85,24500.0,0.0,0.72,경동제약(주),0.1735710625054237,2,-20.0,0,1.4845384458294535
2015,11040,1.6800000000000002,23.76,30.0,151893327.0,8.74,-0.89,17327896.0,26019497.0,0.77,19600.0,0.0,0.66,경동제약(주),0.1199062959912322,2,-5.86734693877551,0,1.199704237492433
2016,11040,1.265,14.77,30.0,158599151.0,10.69,4.41,17473168.0,26275460.0,0.77,18450.0,0.0,0.67,경동제약(주),0.1262586459224251,2,20.86720867208672,1,-4.084817240744795
2017,11040,1.315,13.48,30.0,177772468.0,11.38,12.09,18236635.0,30909024.0,0.83,22300.0,0.0,0.73,경동제약(주),0.1336808243710861,2,-48.87892376681614,0,-2.0015498297777765
2011,9140,0.4499999999999999,19.685,20.0,32915330.0,2.81,0.0,0.0,284175.0,0.59,12800.0,662.0,0.52,경인전자(주),0.103579274717151,2,4.6875,0,-0.712456740288837
2012,9140,0.41,37.715,20.0,44190721.0,2.6,0.0,0.0,2081764.0,0.78,13400.0,824.0,0.69,경인전자(주),0.1049091971987401,2,22.761194029850746,1,-0.684706449694769
2013,9140,0.47,27.525,20.0,46578830.0,3.55,5.4,0.0,3053216.0,0.81,16450.0,1206.0,0.72,경인전자(주),0.0938018583541276,1,16.717325227963524,1,-0.7945053279719299
2014,9140,0.585,106.23,20.0,34027801.0,-2.92,-26.95,0.0,2723739.0,0.59,19200.0,-725.0,0.53,경인전자(주),0.0713306412082251,1,2.34375,0,-2.8612831749875944
2015,9140,0.71,30.375,20.0,28337543.0,4.71,-16.72,0.0,1670956.0,0.48,19650.0,974.0,0.45,경인전자(주),0.053292614347726,1,14.75826972010178,1,0.991565905585668
2016,9140,0.7,0.0,30.0,26574422.0,11.11,-6.22,0.0,681056.0,0.45,22550.0,2153.0,0.41,경인전자(주),0.049677280115061,1,-12.638580931263856,0,1000.0
2017,9140,0.685,0.0,30.0,22018252.0,-13.53,-17.14,0.0,-720005.0,0.38,19700.0,-1808.0,0.35,경인전자(주),0.0365135507078377,0,10.406091370558377,1,1000.0
2011,24910,1.485,37.455,30.0,399835323.0,1.3,0.0,0.0,5345887.0,5.57,4025.0,0.0,1.05,경창산업(주),4.760621372226579,2,15.900621118012422,1,1.2391052569625598
2012,24910,1.05,8.32,30.0,423087010.0,2.86,0.0,0.0,12630691.0,4.87,4665.0,0.0,1.08,경창산업(주),3.912416356237928,2,101.5005359056806,1,0.1821256793597021
2013,24910,1.545,5.625,30.0,526639874.0,5.19,24.48,0.0,29768579.0,5.56,9400.0,0.0,1.27,경창산업(주),3.700603825492266,2,-5.74468085106383,0,0.2020712513013054
2014,24910,1.935,9.18,30.0,552775088.0,4.5,4.96,0.0,28420755.0,4.9,8860.0,0.0,1.22,경창산업(주),3.2989651331617984,2,-32.84424379232506,0,0.0879074661929358
2015,24910,1.2999999999999998,24.095,30.0,598967028.0,2.26,8.36,0.0,24973635.0,4.57,5950.0,0.0,1.14,경창산업(주),3.39070769113002,2,-8.067226890756302,0,-1.6661639875020369
2016,24910,0.91,7.575,30.0,645787378.0,1.52,7.82,0.0,29252584.0,4.52,5470.0,0.0,1.08,경창산업(주),3.2205344589482228,2,-37.842778793418645,0,-0.4761939610863578
2017,24910,0.53,0.0,30.0,550283024.0,-4.42,-14.79,0.0,-2690809.0,3.26,3400.0,0.0,0.86,경창산업(주),2.4830794951724418,2,-59.41176470588236,0,1000.0
2011,13580,0.345,27.835,30.0,1742432951.0,0.68,8.53,0.0,44065224.0,3.42,12650.0,0.0,1.15,계룡건설산업(주),2.028784067141648,2,-36.04743083003952,0,-0.5930333658124307
2012,13580,0.24,41.395,30.0,1544875888.0,0.29,-11.34,0.0,42288143.0,3.0,8090.0,0.0,0.97,계룡건설산업(주),1.93753817144924,1,1.9777503090234856,0,-0.7360227395109644
2013,13580,0.23,0.0,30.0,1584999771.0,-5.21,2.6,0.0,-50060167.0,3.33,8250.0,0.0,1.02,계룡건설산업(주),2.3016066356269094,2,15.03030303030303,1,1000.0
2014,13580,0.485,0.0,30.0,1633254734.0,-6.8,3.04,0.0,-68390163.0,4.43,9490.0,0.0,1.2,계룡건설산업(주),3.172109602798848,0,4.847207586933614,0,1000.0
2015,13580,0.42,9.995,30.0,1522160321.0,1.11,-6.8,0.0,36100272.0,4.91,9950.0,0.0,1.24,계룡건설산업(주),2.9463927168707467,2,41.70854271356784,1,0.1706852887554196
2016,13580,0.415,6.15,30.0,1958513609.0,0.95,28.67,0.0,77636442.0,6.05,14100.0,0.0,1.43,계룡건설산업(주),3.3304695597790728,2,22.69503546099291,1,0.2059113754313592
2017,13580,0.485,3.31,30.0,2240832538.0,2.52,14.41,0.0,114969969.0,6.3,17300.0,0.0,1.45,계룡건설산업(주),2.9600318022824563,1,25.72254335260116,1,0.0992513209400914
2011,12200,0.81,12.78,30.0,234655339.0,2.82,21.23,0.0,8331250.0,1.72,2955.0,203.0,1.42,계양전기(주),0.2074681130442132,1,-17.93570219966159,0,0.6243873507344959
2012,12200,0.675,11.53,30.0,247421110.0,2.02,5.44,0.0,2720967.0,1.75,2425.0,148.0,1.43,계양전기(주),0.1919525208014692,2,17.938144329896907,1,0.6140702416267696
2013,12200,0.6699999999999999,12.88,30.0,260877192.0,2.28,5.44,0.0,6142793.0,1.78,2860.0,0.0,1.47,계양전기(주),0.1841608884940089,2,43.70629370629371,1,1.3504430827097351
2014,12200,0.8999999999999999,26.12,30.0,286533015.0,2.27,9.83,0.0,4165594.0,1.9,4110.0,191.0,1.49,계양전기(주),0.2965016104889046,2,21.65450121654501,1,-1.6839525958783952
2015,12200,0.99,16.145,30.0,293584375.0,3.26,2.46,0.0,7103017.0,1.87,5000.0,282.0,1.41,계양전기(주),0.2961831883227835,2,0.8,0,3.68974777404145
2016,12200,1.19,11.845,30.0,339878931.0,5.07,15.77,0.0,15454981.0,2.0,5040.0,0.0,1.49,계양전기(주),0.3193265754154872,2,-10.515873015873016,0,0.3940564551677409
2017,12200,1.015,23.880000000000003,30.0,339922486.0,2.28,0.01,0.0,11147543.0,1.9,4510.0,0.0,1.37,계양전기(주),0.3830168728796705,2,-25.72062084257206,0,2.07217024160545
2011,2140,0.36,4.585,30.0,176877638.0,2.47,0.0,0.0,6671407.0,3.15,3415.0,0.0,1.42,고려산업(주),1.2609442578704335,2,60.76134699853587,1,0.1184119456013456
2012,2140,0.405,4.904999999999999,30.0,191116449.0,4.06,8.05,0.0,6674191.0,3.24,5490.0,0.0,1.4,고려산업(주),1.46218268340155,1,-79.05282331511839,0,-0.253091102069489
2013,2140,1.675,26.805,30.0,202395094.0,2.34,5.9,0.0,5047928.0,3.15,1150.0,0.0,1.36,고려산업(주),1.3143916450241149,2,68.69565217391305,1,-0.5441831073004756
2014,2140,0.855,6.88,30.0,185090600.0,4.89,-8.55,0.0,10687543.0,2.59,1940.0,0.0,1.22,고려산업(주),1.1478859737278515,2,5.927835051546391,0,-0.2540301932486246
2015,2140,0.885,12.785,30.0,185420059.0,2.91,0.18,0.0,6761498.0,2.39,2055.0,0.0,1.17,고려산업(주),1.0245876468588315,2,224.57420924574208,1,-0.3113586490664127
2016,2140,1.59,23.79,30.0,172279708.0,3.98,-7.09,0.0,6679284.0,2.1,6670.0,0.0,1.05,고려산업(주),0.9434097590506884,2,-59.67016491754122,0,2.6446294149393044
2017,2140,1.795,27.92,30.0,174524412.0,2.91,1.3,0.0,5946697.0,2.01,2690.0,0.0,0.99,고려산업(주),1.0494901039447024,2,-19.33085501858736,0,-1.864663772248812
2011,10130,2.135,10.125,10.0,5556409360.0,12.85,44.77,2402947.0,964410897.0,1.76,304000.0,0.0,1.3,고려아연(주),0.1794349969160791,2,33.223684210526315,1,0.299803665600598
2012,10130,2.03,12.72,10.0,5497530087.0,10.33,-1.06,3300495.0,757538900.0,1.47,405000.0,0.0,1.15,고려아연(주),0.1700097026023009,2,-21.48148148148148,0,0.9810248948656594
2013,10130,1.54,13.425,10.0,4817733929.0,9.4,-12.37,3972849.0,598609230.0,1.16,318000.0,0.0,0.96,고려아연(주),0.1229684562407292,2,26.88679245283019,1,-8.40199356624886
2014,10130,1.6,15.36,10.0,4938531768.0,10.22,2.51,2604082.0,682672613.0,1.08,403500.0,0.0,0.92,고려아연(주),0.1237009786686719,2,16.232961586121437,1,-1.2884500905899914
2015,10130,1.865,18.29,10.0,4771442958.0,10.77,-3.38,2442714.0,672218933.0,0.95,469000.0,0.0,0.83,고려아연(주),0.092017805209286,2,1.279317697228145,0,-2.888676890192556
2016,10130,1.77,17.045,10.0,5847513112.0,10.17,22.55,2935783.0,764684588.0,1.07,475000.0,0.0,0.94,고려아연(주),0.1003725904194114,2,3.789473684210527,0,3.589711182650042
2017,10130,1.59,16.634999999999998,10.0,6596671357.0,9.61,12.81,6146820.0,894752364.0,1.12,493000.0,0.0,0.98,고려아연(주),0.0955284293111789,2,-12.271805273833673,0,3.544951848534577
2011,2240,0.635,17.265,30.0,1120070235.0,9.58,8.42,0.0,107447004.0,0.92,42300.0,0.0,0.64,고려제강(주),0.3221139459980942,2,-27.18676122931442,0,-0.5249858899537385
2012,2240,0.595,6.449999999999999,30.0,1118626320.0,3.92,-0.13,0.0,51251239.0,0.88,30800.0,0.0,0.62,고려제강(주),0.3158946553233441,2,21.266233766233768,1,-2.382076060241131
2013,2240,0.525,21.95,30.0,1080621027.0,3.4,-3.4,0.0,48571948.0,0.85,37350.0,0.0,0.59,고려제강(주),0.3389205487309303,2,13.119143239625169,1,-0.6155530405957778
2014,2240,0.6950000000000001,50.405,30.0,1341239003.0,22.25,24.12,0.0,49211205.0,0.97,42250.0,0.0,0.62,고려제강(주),0.3788491426560233,2,-9.822485207100591,0,-1.528411576256566
2015,2240,0.94,51.22,30.0,1473202477.0,1.25,9.84,0.0,44349958.0,1.0,38100.0,0.0,0.6,고려제강(주),0.3242785474790597,2,5.380577427821522,0,-1.1516362754714629
2016,2240,0.69,22.69,30.0,1417444526.0,2.84,-3.78,0.0,37017586.0,0.96,40150.0,0.0,0.58,고려제강(주),0.3378476502596173,2,-18.306351183063512,0,8.432228250138342
2017,2240,0.65,36.18,30.0,1550456863.0,1.45,9.38,0.0,38829616.0,1.05,32800.0,0.0,0.64,고려제강(주),0.3005196540087367,2,-29.115853658536583,0,3.4035317023508176
2011,32560,0.535,9.705,30.0,214382437.0,4.33,15.22,0.0,12660169.0,1.39,4500.0,0.0,0.84,(주)황금에스티,0.5323692092594703,1,-15.777777777777777,0,0.1472647377662179
2012,32560,0.405,13.32,30.0,177023246.0,3.29,-17.43,0.0,4613029.0,1.1,3790.0,0.0,0.71,(주)황금에스티,0.3734677008593385,2,9.762532981530343,1,-0.3266436303318589
2013,32560,0.375,12.265,30.0,183258968.0,3.73,3.52,0.0,8021688.0,1.09,4160.0,0.0,0.74,(주)황금에스티,0.3749519440037197,2,20.192307692307693,1,-0.3557401346009302
2014,32560,0.49,14.515,30.0,186773200.0,4.75,1.92,0.0,12029210.0,1.06,5000.0,0.0,0.74,(주)황금에스티,0.3002968101965746,2,8.6,1,-0.9853178706529266
2015,32560,0.515,41.35,30.0,172920941.0,3.11,-7.42,0.0,8465042.0,0.95,5430.0,0.0,0.63,(주)황금에스티,0.5182168622793542,2,62.61510128913444,1,-1.705122866561226
2016,32560,0.625,9.07,30.0,225310783.0,11.05,30.3,0.0,20187989.0,1.1,8830.0,0.0,0.68,(주)황금에스티,0.4137176269651819,2,1.9252548131370328,0,0.2525859914947755
2017,32560,0.78,12.655,30.0,224729736.0,10.08,-0.26,3230549.0,27515954.0,0.95,9000.0,0.0,0.61,(주)황금에스티,0.2426566531255826,2,-12.88888888888889,0,0.4601628106696298
2011,10690,2.04,12.065,30.0,1490351114.0,2.55,7.21,1680171.0,74768440.0,4.28,12550.0,0.0,1.81,(주)화신,0.4555788208895253,2,-19.9203187250996,0,0.202425315565573
2012,10690,1.2,13.725,30.0,1626052361.0,1.51,9.11,2164450.0,98944276.0,4.46,10050.0,0.0,1.87,(주)화신,0.3619160556583161,2,13.432835820895525,1,-0.8288609235308597
2013,10690,1.26,10.94,30.0,1483548921.0,0.11,-8.76,1815434.0,66366626.0,4.23,11400.0,0.0,1.81,(주)화신,0.4616900903775039,2,-36.140350877192986,0,-0.5616307270053901
2014,10690,0.855,5.08,30.0,1313606243.0,3.34,-11.46,10825644.0,41151815.0,3.69,7280.0,0.0,1.54,(주)화신,0.563921728737561,2,-13.186813186813188,0,0.4062816674294841
2015,10690,0.535,5.6850000000000005,30.0,1251698928.0,-1.96,-4.71,2399563.0,19196753.0,3.38,6320.0,0.0,1.37,(주)화신,0.4689709703029263,2,2.2151898734177213,0,0.3968062997837372
2016,10690,0.615,6.69,30.0,1249725574.0,3.86,-0.16,3478246.0,46163683.0,3.3,6460.0,0.0,1.34,(주)화신,0.5569267756158567,2,-33.51393188854489,0,-8.971985425964618
2017,10690,0.5249999999999999,0.0,30.0,1066933942.0,-2.9,-14.63,2732019.0,-22843417.0,2.86,4295.0,0.0,1.18,(주)화신,0.4243159600256643,1,-45.0523864959255,0,1000.0
2011,13520,0.625,14.204999999999998,30.0,1348514844.0,1.82,19.97,12787610.0,46098344.0,5.83,13900.0,4126.0,1.44,(주)화승코퍼레이션,1.5316002839325955,2,-20.50359712230216,0,0.2647277769282818
2012,13520,0.41,14.47,30.0,1433575144.0,0.79,6.31,13731071.0,48827857.0,6.05,11050.0,1903.0,1.49,(주)화승코퍼레이션,1.5126406968018478,2,35.74660633484163,1,-0.5663811810616768
2013,13520,0.4399999999999999,48.91,30.0,1632278858.0,-2.13,13.86,16155684.0,73241538.0,7.58,15000.0,0.0,1.56,(주)화승코퍼레이션,1.7353071970523235,2,102.0,1,-1.7498865006577118
2014,13520,0.835,11.23,30.0,1696590458.0,0.69,3.94,0.0,87884217.0,8.55,30300.0,0.0,1.48,(주)화승코퍼레이션,1.9722799750403608,2,28.05280528052805,1,0.6652227757806451
2015,13520,0.94,3.3,30.0,1679513458.0,4.58,-1.01,0.0,109984023.0,7.12,38800.0,0.0,1.36,(주)화승코퍼레이션,1.6697273363242089,2,-13.530927835051546,0,0.0252066092489299
2016,13520,0.81,4.505,30.0,1616064421.0,3.64,-3.78,0.0,105315809.0,5.44,33550.0,0.0,1.22,(주)화승코퍼레이션,1.484406220167658,2,-92.19076005961251,0,0.0217767742704522
2017,13520,0.56,0.0,30.0,1443395992.0,-2.9,-10.68,0.0,35781065.0,4.85,2620.0,0.0,1.1,(주)화승코퍼레이션,1.6291720098539986,2,-21.37404580152672,0,1000.0
2011,2320,0.4499999999999999,0.0,10.0,1390687502.0,-2.13,9.99,26532000.0,34957044.0,1.62,21650.0,0.0,0.74,(주)한진,1.2328965121834683,2,-8.775981524249422,0,0.0
2012,2320,0.3399999999999999,0.0,10.0,1437380000.0,-0.73,3.36,28595000.0,37544850.0,1.87,19750.0,0.0,0.79,(주)한진,1.2809717756866372,2,-3.5443037974683547,0,1000.0
2013,2320,0.355,0.0,10.0,1499623169.0,-0.56,4.33,27834000.0,40238554.0,2.04,19050.0,0.0,0.82,(주)한진,1.4327517983715037,2,184.51443569553803,1,1000.0
2014,2320,0.59,10.555,10.0,1532812219.0,2.73,2.21,27963000.0,52578236.0,2.06,54200.0,0.0,0.81,(주)한진,1.4026482122346364,2,-14.391143911439114,0,0.1679808649049051
2015,2320,0.93,7.265000000000001,10.0,1641702370.0,6.01,7.1,50001000.0,41147134.0,2.16,46400.0,0.0,0.74,(주)한진,1.4133606091644513,2,-37.93103448275862,0,0.022270606521151
2016,2320,0.61,5.445,10.0,1764803679.0,2.13,7.5,89088000.0,-15337843.0,2.35,28800.0,0.0,0.7,(주)한진,1.2703897452672492,1,-9.722222222222223,0,0.0557285879536428
2017,2320,0.46,22.035,10.0,1812603434.0,-2.59,2.71,91935000.0,21584100.0,2.21,26000.0,0.0,0.73,(주)한진,1.306181193394536,1,106.92307692307692,1,-0.8330292718359947
2011,19490,0.66,0.0,30.0,123197412.0,-0.84,-3.05,0.0,-1751752.0,2.11,7160.0,-230.0,1.29,(주)하이트론씨스템즈,0.6418850136026524,2,-21.22905027932961,0,1000.0
2012,19490,0.62,223.72,30.0,116920180.0,0.2,-5.1,0.0,-2131794.0,2.03,5640.0,52.0,1.28,(주)하이트론씨스템즈,0.5210562457846204,1,14.893617021276595,1,6.89226750942363
2013,19490,0.93,0.0,30.0,96846749.0,-6.6,-17.17,0.0,-5733584.0,1.8,6480.0,-1436.0,1.2,(주)하이트론씨스템즈,0.4627923671975051,1,-20.833333333333336,0,-0.0
2014,19490,0.74,0.0,20.0,72243160.0,-8.61,-25.4,0.0,-5473653.0,1.53,5130.0,-1412.0,1.07,(주)하이트론씨스템즈,0.4243004743404529,0,19.883040935672515,1,1000.0
2015,19490,1.025,0.0,20.0,54523150.0,-10.7,-24.53,0.0,-5863594.0,1.32,6150.0,-1326.0,0.94,(주)하이트론씨스템즈,0.4097335145589986,1,-14.308943089430896,0,1000.0
